album_title,album_url,category,album_track_number,song_title,song_url,song_artists,song_release_date,song_page_views,song_lyrics,song_writers,song_producers,song_tags
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,3,Sweet,https://genius.com/Lana-del-rey-sweet-lyrics,['Lana Del Rey'],2023-03-24,304000,"Stars in my eyes,  hiking up Griffith Thinking about who was sad and what didn't Get said in the Midwest, wish I could tell you now I wrote you a note, but I didn't send it 'Cause that's the best method the women here taught me about What you don't really understand I've got magic in my hand, stars in my eyes I'm a different kind of woman If you want some basic bitch, go to the Beverly Center and find her I'm sweet, bare feet If you wanna go where nobody goes That's where you'll find me In the sweet north country If I'm not there, comе to my house on Genesee What you doin' with your lifе? Do you think about it? Do you contemplate where we came from? Lately, we've been makin' out a lot Not talkin' 'bout the stuff that's at the very heart of things Do you want children? Do you wanna marry me? Do you wanna run marathons in Long Beach by the sea? I've got things to do, like nothing at all I wanna do them with you Do you wanna do them with me? If you want someone, then just call me up And remember where I'll be Sweet in barefeet You can find me where no one will be In the woods somewhere, in the night In the heart of a valley In the sweet north country If I'm not there, come to my house on Genesee","['Lana Del Rey', 'Drew Erickson']","['Drew Erickson', 'Lana Del Rey']","['Pop', 'Lo-Fi', 'Folk Pop', 'Americana', 'Adult Alternative', 'Chamber Pop', 'Baroque Pop', 'Piano', 'Chamber Music', 'Ballad', 'Singer-Songwriter', 'Alternative Pop', 'Alternative']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,4,A&W,https://genius.com/Lana-del-rey-a-w-lyrics,['Lana Del Rey'],2023-02-14,1300000,"I haven't done a cartwheel since I was nine I haven't seen my mother in a long, long time I mean, look at me Look at the length of my hair and my face, the shape of my body Do you really think I give a damn What I do after years of just hearing them talking? I say I live in Rosemead, really, I'm at the Ramada It doesn't really matter, doesn't really, really matter Call him up, ""Come into my bedroom"" Ended up, we fuck on the hotel floor It's not about havin' someone to love me anymorе This is the experiеnce of bein' an American whore Called up one drunk, called up another Forensic Files wasn't on Watching Teenage Diary of a Girl Wondering what went wrong I'm a princess, I'm divisive Ask me why, why, why I'm like this Maybe I'm just kinda like this I don't know, maybe I'm just like this I say I live in Rosemead, really, I'm at the Ramada It doesn't really matter, doesn't really, really matter Call him up, he comes over again Yeah, I know I'm over my head, but, oh It's not about havin' someone to love me anymore No, this is the experience of bein' an American whore I mean, look at my hair Look at the length of it and the shape of my body If I told you that I was raped Do you really think that anybody would think I didn't ask for it? I didn't ask for it I won't testify, I already fucked up my story On top of this (Mm), so many other things you can't believe Did you know a singer can still be Looking like a sidepiece at thirty-three? Got a cop who turned on the backbeat Puts the shower on while he calls me Slips out the back door to talk to me I'm invisible, look how you hold me I'm invisible, I'm invisible I'm a ghost now, look how you hold me now It's not about havin' someone to love me anymore (Oh, okay) No, this is the experience of bein' an American whore It's not about havin' someone to love me anymore No, this is the experience of bein' an American whore  This is the experience of bein' an American whore This is the experience of bein' an American whore This is the experience of bein' an American whore Woo Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride Jimmy, Jimmy, cocoa puff, Jimmy, get me high (Oh my god) Love me if you love or not, you can be my light Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Your mom called, I told her, you're fuckin' up big time Your mom called, I told her, you're fuckin' up big time Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride Jimmy, Jimmy, cocoa puff, Jimmy, get me high Love me if you live and love, you can be my light (Mm) Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Your mom called, I told her, you're fuckin' up big time Jimmy, you should switch it up, baby, light it up (Yeah) Jimmy, if you leave the house, find me in the club (Like) Jimmy, if you switch it up, you should light it up Jimmy, if you leave the house, find me in the club (Like, surf's up) Your mom called, I told her, you're fuckin' up big time But I don't care, baby, I already lost my mind Jimmy, if I lie it up, find me in the club (Mind, mind) Your mom called, I told her, you're fucking up big time Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride Jimmy, Jimmy, cocoa puff, Jimmy, get me high Love me if you love or not, you can be my light Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Jimmy only love me when he wanna get high Your mom called, I told her, you're fuckin' up big time","['Lana Del Rey', 'Jack Antonoff', 'Sam Dew']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Piano', 'Synth-Pop', 'Dark Pop', 'Trap', 'Adult Alternative', 'Ballad', 'Progressive Pop', 'Experimental', 'Experimental Pop', 'Folk', 'Folk Pop', 'Americana', 'Trip-Hop', 'Art Pop', 'Alternative Pop', 'Alternative']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,5,Judah Smith Interlude,https://genius.com/Lana-del-rey-judah-smith-interlude-lyrics,['Lana Del Rey'],2023-03-24,168500,"Don't you understand what that means? It means quit lusting after your neighbor That's a heck of a life You get to love your children in front of you You get to love You ever talk to somebody ""I want a new life"" ""I don't love my wife anymore"" ""I don't love my kids anymore"" ""I'm missing out on life"" They're usually my age Does that sound like love? It's a life dominated with lust And for too long, they've been holding it off And finally, they just get weak and they say ""It doesn't matter anymore"" And the Spirit of God says ""I'll infuse you with dеsires for what you have And what's in front of you"" (Yeah, yеah, yeah) (Desires for what you have) So, as He works deep in your heart As you call out to Him and say ""I'm here, do it in me, Man"" ""Help me want what I got"" ""Help me love what's in front of me"" ""Help me want more of my wife and more of my friends"" ""And help me serve the city I live in and not wish it away and hope I can move"" ""Help me, God"" ""I wanna be a man of love, not a man of lust"" But you've gotta do that So I bring you to this verse and I'm done, I'm done Psalms, chapter eight And you know where I got this verse? This is gonna sound crazy to you, but I'm gonna tell you the absolute truth It's gonna make me sound so spiritual, so I'm looking forward to it I woke up this morning and God said, ""Check the Bible app"" I don't know if it was God, but it felt like God And I had the thought in my head, “Check the Bible app” I'm gonna speak to you from the verse of the day That means I don't have to do anything I don't have to look anywhere, I just get the verse of the day So I get to the verse of the day And here's the verse of the day, today, in the Bible app Look at this (That's cool) ""Look at the splendor of the skies Your creative genius glowing in the heavens When I gaze, when I gaze at Your moon and Your stars Mounted like jewels in their settings I know You are the fascinating artist who fashioned it all"" When I look up and I see such wonder and workmanship above ""I have to ask this question"" ""I've gotta ask this question"" Compared to all this cosmic glory ""Why would you ever bother with puny, mortal man?"" or be Ooh, don't get me started on it I could preach for another hour on infatuated Or be infatuated with Adam's son ""Why are you so infatuated with me?"" You're the star creator, You're the ocean maker (Yeah, yeah) You're the whale creator, you're the rhino designer Who, who are you? (Rhino designer) And then it goes on in verse five And it says ""Yet, what honor You have given to me Created only a little lower than Elohim"" Which is the name of Creator God, Artist God You wanna call God ""Artist""? At some point tonight, before you go to bed, go, ""Yo, Elohim"" And He'll hear, ""You're the best Artist ever"" ""The little Elohim, crowned like kings and queens with glory and magnificence You have delighted, You have delegated to them Mastery over all You have made"" You have made me a partner with You I used to think my preaching was mostly about You And you're not gonna like this, but I'm gonna tell you the truth I've discovered my preaching is mostly about me","['Lana Del Rey', 'Judah Smith', 'Jack Antonoff']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Adult Contemporary', 'Adult Alternative', 'Singer-Songwriter', 'Ambient', 'Speeches', 'Alternative', 'Christian', 'Religion', 'Spoken Word', 'Alternative Pop', 'Interlude']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,6,Candy Necklace (Ft. Jon Batiste),https://genius.com/Lana-del-rey-candy-necklace-lyrics,"['Lana Del Rey', 'Jon Batiste']",2023-03-24,410500,"White fire , cinnamon on my teeth And I'm sittin' at the stoplight northern town I feel lucky I drive somewhere out of range, I don't know where White noise comin' all in my brain Turns off for nothing Rockafella , my umbrella God, I love you, baby Storyteller, us forever Is my favorite song You've been actin' pretty restless Dancin' like the young and restless And I'm obsessed with it Candy necklaces You've been actin' pretty reckless Dancin' like the young and restless And I'm obsessеd with this All his candy necklaces Sittin' on the sofa, feelin' supеr suicidal Hate to say the word, but, baby, hand on the Bible, I do Feel like it's you, the one who's bringin' me down Thought that we were cool and we were kickin' it like Tribe Called Quest You the best, but, baby, you've been bringin' me down I can see it now Rockafella , my umbrella God, I love you, baby Fortune teller, favorite ever That's the story of us You've been actin' pretty restless Dancin' like the young and reckless And I'm obsessed with this Candy necklaces I think that we should address this Actin' like the young and restless I'm obsessed with this All his candy necklaces  We've been actin' pretty restless Dancin' like the young and restless I'm obsessed with this Candy necklaces Candy necklaces Candy necklaces Candy necklaces Candy necklaces (Mm) Candy necklaces (Mm, hmm) Candy necklaces (I'm obsessed with this) Candy necklaces Candy necklaces Candy necklaces ('Cause I'm obsessed with this) Candy necklaces (Mm) Candy necklaces Candy necklaces Candy necklaces Candy necklaces Candy necklaces, oh","['Lana Del Rey', 'Jon Batiste']","['Lana Del Rey', 'Zach Dawes', 'Nick Waterhouse']","['Pop', 'Chamber Music', 'Adult Alternative', 'Americana', 'Folk Pop', 'American Folk', 'Baroque Pop', 'Chamber Pop', 'Piano', 'Ballad', 'Alternative Pop', 'Singer-Songwriter']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,7,Jon Batiste Interlude,https://genius.com/Lana-del-rey-jon-batiste-interlude-lyrics,['Lana Del Rey'],2023-03-24,92600,"Oh Ooh, I'm I feelin' something right now I didn't know I was gon' feel it so early (Pure honey) Yay I feel it early, I feel it I feel it early (Yeah) Woo, woo-hoo I feel it early and I feel it late Oh, my goodness (Oh) Yeah, I feel it I feel it Yeah? I don't know if that was recording I feel it heavy And in the dark, you love me, la-da-da You love me like pure honey You're in the sun, dancing to the touch You give me this and I got you, honey Ah I feel it heavy I feel it, oh, my God Ah Yeah Oh, wow Yeah Woo, you mean when, oh This is amazing Oh, my God It's good, it's like its own shit Your honey Your honey And then Ooh, oh, yeah Please, don't gift your honey Ooh, Lord Yeah You're the sun dancing in the dark Touch with you at the park Your honey Ooh, oh Oh Oh, I feel it in my soul I feel it in my soul Oh, my goodness, I didn't know I was gonna feel it in my soul Like, this early, like this Early in the morning Early in the morning Ayy, ooh Early in the morning Oh Early in the morning That's pretty too, how about that? Early in the morning Yeah That's something in there Early in the morning Early in the morning Oh, sweet Sweet honey, oh","['Jon Batiste', 'Lana Del Rey']","['Jack Antonoff', 'Lana Del Rey', 'Zach Dawes']","['Pop', 'Adult Contemporary', 'Adult Alternative', 'Speeches', 'Gospel', 'Ambient', 'Alternative', 'Spoken Word', 'Singer-Songwriter', 'Interlude', 'Alternative Pop']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,8,Kintsugi,https://genius.com/Lana-del-rey-kintsugi-lyrics,['Lana Del Rey'],2023-03-24,350800,"There's a certain point the body can't come back from In one year, we've learned the turn of the mouth The depth that the chest cavity takes Chucky was there for three out of three I was there for the third 'cause I couldn't be There for the one who was closest to me But I can't say I run when things get hard It's just that I don't trust myself with my heart But I've had to let it break a little more 'Cause they say that's what it's for That's how the light shines in That's how the light shines in That's how the light gets in (Mm-mm) So everyone was there, they were standin', laughin' And I'm on the side with my tears streamin' down There's somethin' about the clutch of the wrist He thought mine was his to cough into his mouth We've only got hours And I just can't stop cryin' 'cause all of the ways When you see someone dyin' The sea of your days flash in front of you And you think about who would be with you And then there's Donoghue Daddy, I miss them I'm in the mountains I'm probably runnin' away from the feelings I get When I think all the things about them Daddy, I miss them I'm at the Roadrunner Café I'm probably runnin' away from the thoughts in the day That have things to do with them, but they say ""That's how the light gets in That's how the light gets in That's how the light gets in"" Think by the third of March, I was cracked open Finally, the ground was cold, they wouldn't open Brought by the sunlight of the spirit to pour into me There's a name for it in Japanese, it's ""Kintsugi"" They sang folk songs from the '40s Even the fourteen-year-old knew ""Froggie Came A-Courtin'"" How do my blood relatives know all of these songs? I don't know anyone left who knows songs that I sing That's how the light gets in That's how the light gets in But, Daddy, I miss them I'm at the Roadrunner Café Probably runnin' away from the feelings today In the snow-capped mountains of the desert Daddy, I miss them I'm in the mountains Probably runnin' away, I've been meaning to say That there's nothing to do except know that this is How the light gets in By cracking, the light gets in It's how the light gets in That's how the light gets in That's how the light gets in Then you're golden, ah-ah-ah Ah-ah-ah, ah-ah Just another folk song, but anyway I try so hard, but that's okay It's how the light gets in It's how the light gets in It's how the light gets in","['Lana Del Rey', 'Jack Antonoff']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Adult Contemporary', 'Chamber Pop', 'Americana', 'Lo-Fi', 'Chamber Music', 'Piano', 'Ballad', 'Folk Pop', 'Adult Alternative', 'Singer-Songwriter', 'Alternative Pop']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,9,Fingertips,https://genius.com/Lana-del-rey-fingertips-lyrics,['Lana Del Rey'],2023-03-24,518100,"When I look back, tracing fingertips over plastic bags Thinking, ""I wish I could extrapolate some small intention Or maybe just get your attention for a minute or two"" Will I die? Or will I get to that ten-year mark? Where I beat the extinction of telomeres? And if I do, will you be there with me, Father, Sister, Brother? Charlie, stop smoking Caroline, will you be with me? Will the baby be alright? Will I have one of mine? Can I handle it even if I do? It's said that my mind Is not fit, or so they said, to carry a child I guess I'll be fine It wasn't my idea, the cocktail of things that twists neurons inside But without them, I'd die They say there's irony in the music, it's a tragedy, I See nothing Greek in it Give me a mausoleum in Rhode Island with Dad, Grandma, Grandpa, and Dave Who hung himself real high In the National Park sky, it's a shame and I'm crying right now To get to you, save you, if I take my life Find your astral body, put it into my arms Give you two seconds to cry Take you home, I, I'll give you a blanket Your spirit can sit and watch TV by my side 'Cause, baby, I Ran through a time when I felt you were doing it I couldn't handle it, I was in Monaco I couldn't hear what they said on the telephone I had to sing for the prince in two hours Sat in the shower Gave myself two seconds to cry It's a shame that we die When I was fifteen, naked, next-door neighbors did a drive-by Pulled me up by my waist, long hair to the beach side I wanted to go out like you, swim with the fishes That he caught on Rhode Island beaches But, sometimes, it's just not your time Caroline,  what kind of  mother  was she to say I'd end up in institutions? All I wanted to do was kiss Aaron Greene and sit by The lake, twisting lime into the drinks that they made Have a babe at sixteen in the town I was born in, and die Aaron ended up dead and not me What the fuck's wrong in your head to send me away, never to come back? Exotic places and people don't take the place of being your child I give myself two seconds to cry Let it crash over me Like the waves in the sea Call me Aphrodite , as they bow down to me Sunbather, moon chaser , queen of empathy I give myself two seconds to breathe And go back to being a serene queen I just needed two seconds to be me","['Drew Erickson', 'Lana Del Rey']",['Drew Erickson'],"['Pop', 'Folk', 'Adult Alternative', 'Folk Pop', 'Lo-Fi', 'Chamber Pop', 'Chamber Music', 'Piano', 'Singer-Songwriter', 'Ballad', 'Alternative Pop', 'Alternative']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,10,"Paris, Texas (Ft. SYML)",https://genius.com/Lana-del-rey-paris-texas-lyrics,"['Lana Del Rey', 'SYML']",2023-03-24,375200,"I went to Paris (Texas) With a suitcase in my hand I had to leave Knew they wouldn't understand When you know, you know When you know, you know It's time, it's time to go When you know, you know Then the more you know It's time to go I took a train to Spain Just a notebook in my hand Then I went to see some friends of mine Down in Florence, Alabama When you know, you know When you know, you know It's time, it's time to go When you know, you know That it's time to leave Like the summer breeze When everyone's star is bright Brighter than you are It's time to go And you're the only one left Dancin' while they're on the floor Time to go I flew back home It seems everything's the same (Venice, California) Except that you weren't home “Hello,” I call to no one (But) When you're home, you're home  (Venice, California) When you're home, you're home  (Venice, California) You're home, when you're alone When you're right, you're right When you're right, you're right Even when you're wrong","['Lana Del Rey', 'SYML']","['Jack Antonoff', 'Lana Del Rey']","['Pop', 'Adult Contemporary', 'American Folk', 'Adult Alternative', 'Chamber Pop', 'Alternative', 'Folk Pop', 'Chamber Music', 'Piano', 'Ballad', 'Alternative Pop', 'Singer-Songwriter']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,11,Grandfather please stand on the shoulders of my father while he's deep-sea fishing (Ft. RIOPY),https://genius.com/Lana-del-rey-grandfather-please-stand-on-the-shoulders-of-my-father-while-hes-deep-sea-fishing-lyrics,"['Lana Del Rey', 'RIOPY']",2023-03-24,281100,"Three white butterflies to know you're near I know they think that it took somebody else To make me beautiful, beautiful As they intended me to be But they're wrong I know they think that it took thousands of people To put me together again like an experiment Some big men behind the scenes Sewing Frankenstein black dreams into my songs But they're wrong God, if you'rе near me, send mе three white butterflies Or an owl to know you're listening, sitting while I'm drinking Grandfather, please stand on the shoulders of my father While he's deep-sea fishing for sharks in the Pacific 'Cause I'm good in spirit, warm-bodied A fallible deity wrapped up in white I'm folk, I'm jazz,  I'm blue, I'm green Regrettably, also a white woman But I have good intentions even if I'm one of the last ones If you don't believe me, my poetry, or my melodies Feel it in your bones I have good intentions even if I'm one of the last ones (Ah, yeah, ah, yeah, ah, yeah, oh) Grandfather, please stand on the shoulders of my father While he's deep-sea fishing for all the things he's wishing God, if you're near me, send me three white butterflies Or a map to know your vision, impart on me your wisdom It took somebody else to make me beautiful, wonderful As they intended me to be But they're wrong Three white butterflies to know you're near","['Lana Del Rey', 'RIOPY']","['Jack Antonoff', 'Lana Del Rey']","['Rock', 'Pop', 'Adult Contemporary', 'Alternative Rock', 'Folk Rock', 'Americana', 'Soft Rock', 'American Folk', 'Adult Alternative', 'Chamber Pop', 'Gospel', 'Baroque Pop', 'Chamber Music', 'Ballad', 'Piano', 'Singer-Songwriter', 'Alternative Pop']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,12,Let The Light In (Ft. Father John Misty),https://genius.com/Lana-del-rey-let-the-light-in-lyrics,"['Lana Del Rey', 'Father John Misty']",2023-03-24,447000,"Pick you up at home, quarter to three Ask you if you want somethin' to eat Drive around, get drunk, do it over again Wake you up at night, quarter to one I can never stop, wanna have fun Don't be actin' like I'm the kinda girl who can sleep 'Cause every time you say you're gonna go I just smile, 'cause, babe, I already know You know I got nothin' under this overcoat Ooh, let the light in At your back door yelling 'cause I wanna come in Ooh, turn your light on Look at us, you and I, back at it again Pick you up around quarter to two Usually we got nothin' to do Screw it, maybe you should go and record some of your songs Got my dress on tight 'cause you know that I Look shinin' in the light, therе's so much ridin' On this life and how we write a lovе song Ooh, let the light in At your back door yelling 'cause I wanna come in Ooh, turn your light on Look at us, you and I, back at it again 'Cause I love to love, to love, to love you I hate to hate, to hate, to hate you Put the Beatles on, light the candles, go back to bed 'Cause I wanna, wanna, wanna want you I need to, need to, need to need you Put the TV on, the flowers in a vase, lie your head Ooh, let the light in At your back door yelling 'cause I wanna come in Ooh, turn your light on Look at us, you and me, back at it again","['Lana Del Rey', 'Mike Hermosa', 'Benji Lysaght']","['Drew Erickson', 'Lana Del Rey', 'Mike Hermosa']","['Rock', 'Pop', 'Duet', 'Dream Pop', 'American Folk', 'Ballad', 'Baroque Pop', 'Americana', 'Soft Rock', 'Adult Alternative', 'Alternative Country', 'Folk Rock', 'Alternative Rock', 'Folk Pop', 'Alternative Pop', 'Singer-Songwriter']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,13,Margaret (Ft. Bleachers),https://genius.com/Lana-del-rey-margaret-lyrics,"['Lana Del Rey', 'Bleachers']",2023-03-24,458900,"This is a simple song, gonna write it for a friend My shirt is inside out, I'm messy with the pen He met Margaret on a rooftop, she was wearin' white And he was like, ""I might be in trouble"" He had flashes of the good life, he was like ""Should I jump off this building now or do it on the double?"" 'Cause, baby, if your love is in trouble Baby, if your love is in trouble Baby, if your love is in trouble When you know, you know When you know, you know It kinda makes me laugh Runnin' down that path When you're good as gold 'Cause when you know, you know Word to all my friends With their rеd flags, their white knights Their black еyes and their blue lies If you're askin' yourself, ""How do you know?"" Then that's your answer, the answer is ""No"" You gotta run, gotta run, run, run, run like your head's on fire Run away like your head is on fire 'Cause, baby, if your love is in trouble Baby, if your love is in trouble Baby, if your love is in trouble When you know, you know When you know, you know It kinda makes me laugh Runnin' down that path When you're good as gold 'Cause when you know, you know And when you're old, you're old Like Hollywood and me The diamond on your ring The soul that you bring to the table The one that makes me sing In a minor key 'Cause when you know, you know When you kno w, you know So if you don't know, don't give up 'Cause you never know what the new day might bring Maybe tomorrow you'll know Maybe tomorrow you'll know Maybe tomorrow you'll know I mean , join the  party By the way, the party is December 18 (Alright, let's waltz this out, kids) 'Cause when you know, you know And when you're old, you're old Like Hollywood and me That diamond on your ring The soul that you bring to the table The one that makes me sing In a minor key Diamond on your ring 'Cause when you know, you know When you know, you know","['Lana Del Rey', 'Jack Antonoff']","['Jack Antonoff', 'Lana Del Rey']","['Rock', 'Pop', 'Duet', 'Piano', 'American Folk', 'Alternative Rock', 'Chamber Pop', 'Adult Alternative', 'Baroque Pop', 'Chamber Music', 'Ballad', 'Folk Pop', 'Folk Rock', 'Americana', 'Soft Rock', 'Alternative Pop']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,14,Fishtail,https://genius.com/Lana-del-rey-fishtail-lyrics,['Lana Del Rey'],2023-03-24,262100,"Don't you dare say that you'll braid my hair, babe If you don't really care You wanted me sadder, you wanted me sadder Fishtail , what's the matter with that? Skippin' rope in the bayou, bayou Slip softly in terrain Not that smart, but I've got things to say Palm trees in black and white I like to watch them sway You're so funny, I wish I could skinny-dip inside your mind Lately, I've been thinkin' about how things used to be Swingin' in a nightgown underneath the old oak tree Almost Victorian with you, you can talk to me But, lately, I can see You wanted me sadder (Baby) You wanted me sadder Can't you see it? For me, you are the one And if I'm not the one for you, don't just say it I was on the stairs, Ella Fitzgerald in the air Feelin' hella rare Baby, if you care Baby, don't you dare say You'll braid my hair, babe Don't you dare say that you'll braid my hair, babe If you don't really care You wanted me sadder Dancin' there in the hot, hot sun I know that we've got problems I plan to address them another day Palm trees in black and white I see in technicolor Maybe I'll take my glasses off so I stop painting red flags green Lately, I've been sunnin' in the L.A. riverbed Wearin' nothin' but the summer bruises on my knees I like how you talk, how you speak, how you look at me But, lately, I can see You wanted me sadder (Baby) You wanted me sadder You wanted me sadder Can't you see it? For me, you are the one and if I'm not the one for you Don't just say it I was on the stairs, Ella Fitzgerald in the air Feelin' hella rare Baby, if you care Baby, don't you dare say You'll braid my hair, see Baby, if you care, then Baby, don't you dare say That you really care Don't you dare say that you'll braid my hair When you get home tonight If you don't really care Yeah, don't you dare say that you'll braid my hair, babe If you don't really care, see Don't you braid my hair If you're not coming home to me Ah-ah You want someone sadder Skippin' rope in the bayou, bayou Slip softly in terrain I'm not that smart But I've got things to say","['Lana Del Rey', 'AK (DEU)', 'Jack Antonoff', 'Ann Tomberlin']","['Lana Del Rey', 'Jack Antonoff']","['Pop', 'Art Pop', 'Experimental', 'Singer-Songwriter', 'Adult Alternative', 'Dream Pop', 'Adult Contemporary', 'Synth-Pop', 'Neo-Psychedelia', 'Electronica', 'Alternative', 'Trap', 'Alternative Pop', 'Ballad']"
Did you know that there’s a tunnel under Ocean Blvd,https://genius.com/albums/Lana-Del-Rey/Did-you-know-that-theres-a-tunnel-under-Ocean-Blvd,Did you know that there’s a tunnel under Ocean Blvd,15,Peppers (Ft. Tommy Genesis),https://genius.com/Lana-del-rey-peppers-lyrics,"['Lana Del Rey', 'Tommy Genesis']",2023-03-24,424400,"(You alright?) Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha Me and my boyfriend listen to the Chili Peppers We write hit songs without tryin’ like All the time, all the time I take off all my clothes,  dance naked for the neighbors I'm like, ""Fuck it, gonna give a show,"" I open up the blinds I threw caution to the wind , get onto the bike Take a minute to yourself,  skinny-dip in my mind I'm in love, I’m in love Got a knife in my jacket, honey on the vine Baby, I'll bring the coffee if you bring the wine I'm in love, I'm in love ('Cause I'm in love) Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere , ha I sit, upskirt, I don’t have much to lose I got a truck, I take it for a midnight, a midnight drive, yeah My boyfriend tested positive for COVID, it don’t matter We've been kissing, so whatever he has, I have, I can’t cry I threw caution to the wind , get onto the bike Take a minute for myself, skinny-dip in my mind I'm in love, I'm in love (I'm in love) Hands on your knees, I’m Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha I don't know, maybe we should do something like, like merge this song You know that song, "" Wipeout ""? Yeah, dance type of song Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha Hands on your knees, I'm Angelina Jolie Hands on your knees, Angelina Jolie Let me put my hands on your knees, you can braid my hair Do a fat criss-cross in the back somewhere, ha","['Lana Del Rey', 'Benji Lysaght', 'Mike Hermosa', 'Tommy Genesis', 'Father']","['Jack Antonoff', 'Lana Del Rey', 'Benji Lysaght', 'Father']","['Rap', 'Pop', 'Experimental Rap', 'Adult Alternative', 'Neo-Psychedelia', 'Hip-Hop', 'Experimental Pop', 'Canada', 'Experimental', 'Trip-Hop', 'Art Pop', 'Pop Rap', 'Cloud Rap', 'Trap', 'Alternative', 'Alternative Pop']"
