ID,year,month,week,after,close,sales
2,2011,12,51,1,0,172990.39
2,2011,12,52,1,0,58079.40
2,2011,12,53,1,0,56130.16
2,2012,1,1,1,0,105771.41
2,2012,1,2,1,0,42934.21
2,2012,1,3,1,0,17515.17
2,2012,1,4,1,0,35492.70
2,2012,1,5,1,0,44116.69
2,2012,1,6,1,0,81633.55
2,2012,2,7,1,0,42346.69
2,2012,2,8,1,0,103926.80
2,2012,2,9,1,0,33770.00
2,2012,2,10,1,0,61466.82
2,2012,3,11,1,0,44849.01
2,2012,3,12,1,0,46776.34
2,2012,3,13,1,0,45318.25
2,2012,3,14,1,0,40790.80
3,2011,4,17,0,1,24119.61
3,2011,4,18,0,1,18802.54
3,2011,5,19,0,1,13433.23
3,2011,5,20,0,1,18547.75
3,2011,5,21,0,1,11038.06
3,2011,5,22,0,1,16265.37
3,2011,5,23,0,1,31830.99
3,2011,6,24,0,1,59423.84
3,2011,6,25,0,1,8500.90
3,2011,6,26,0,1,17720.40
3,2011,6,27,0,1,23978.33
3,2011,7,28,0,1,14268.06
3,2011,7,29,0,1,23241.59
3,2011,7,30,0,1,16248.64
3,2011,7,31,0,1,10458.04
3,2011,8,32,0,1,13702.77
3,2011,8,33,0,1,17750.71
3,2011,8,34,0,1,15157.04
3,2011,8,35,0,1,12745.48
3,2011,8,36,0,1,25896.09
3,2011,9,37,0,1,30351.02
3,2011,9,38,0,1,17678.79
3,2011,9,39,0,1,24534.15
3,2011,9,40,0,1,28150.93
3,2011,10,41,0,1,12104.53
3,2011,10,42,0,1,11564.57
3,2011,10,43,1,1,21856.35
3,2011,10,44,1,1,6469.68
3,2011,10,45,1,1,16847.72
3,2011,11,46,1,1,16273.52
3,2011,11,47,1,1,16226.28
3,2011,11,48,1,1,27191.56
3,2011,11,49,1,1,53673.60
3,2011,12,50,1,1,21452.15
3,2011,12,51,1,1,17050.94
3,2011,12,52,1,1,13426.09
3,2011,12,53,1,1,11767.25
3,2012,1,1,1,1,9204.19
3,2012,1,2,1,1,12891.58
3,2012,1,3,1,1,10441.67
3,2012,1,4,1,1,7313.46
3,2012,1,5,1,1,15570.83
3,2012,1,6,1,1,12797.60
3,2012,2,7,1,1,7010.72
3,2012,2,8,1,1,13901.98
3,2012,2,9,1,1,9130.15
3,2012,2,10,1,1,9069.75
3,2012,3,11,1,1,4186.13
3,2012,3,12,1,1,3900.54
3,2012,3,13,1,1,4531.37
3,2012,3,14,1,1,4744.04
4,2011,4,17,0,1,2944.02
4,2011,4,18,0,1,2809.83
4,2011,5,19,0,1,3171.88
4,2011,5,20,0,1,2817.90
4,2011,5,21,0,1,6708.31
4,2011,5,22,0,1,1897.09
4,2011,5,23,0,1,4472.79
4,2011,6,24,0,1,2633.78
4,2011,6,25,0,1,1653.46
4,2011,6,26,0,1,2958.62
4,2011,6,27,0,1,3012.11
4,2011,7,28,0,1,3867.75
4,2011,7,29,0,1,3310.96
4,2011,7,30,0,1,2676.23
4,2011,7,31,0,1,1955.69
4,2011,8,32,0,1,3737.90
4,2011,8,33,0,1,4066.13
4,2011,8,34,0,1,1355.42
4,2011,8,35,0,1,2239.43
4,2011,8,36,0,1,3006.38
4,2011,9,37,0,1,5447.97
4,2011,9,38,0,1,2612.80
4,2011,9,39,0,1,5043.00
4,2011,9,40,0,1,4465.67
4,2011,10,41,0,1,1784.38
4,2011,10,42,0,1,4297.99
4,2011,10,43,1,1,4885.78
4,2011,10,44,1,1,2501.66
4,2011,10,45,1,1,6331.40
4,2011,11,46,1,1,2896.31
4,2011,11,47,1,1,4196.74
4,2011,11,48,1,1,2037.56
4,2011,11,49,1,1,8748.36
4,2011,12,50,1,1,3320.86
4,2011,12,51,1,1,1938.90
4,2011,12,52,1,1,2385.35
4,2011,12,53,1,1,3344.58
4,2012,1,1,1,1,1540.85
4,2012,1,2,1,1,2209.09
4,2012,1,3,1,1,4719.71
4,2012,1,4,1,1,2250.42
4,2012,1,5,1,1,1571.45
4,2012,1,6,1,1,1969.49
4,2012,2,7,1,1,1558.60
4,2012,2,8,1,1,1439.33
4,2012,2,9,1,1,3223.62
4,2012,2,10,1,1,3894.58
4,2012,3,11,1,1,1826.52
4,2012,3,12,1,1,1901.57
4,2012,3,13,1,1,1434.76
4,2012,3,14,1,1,1874.70
5,2011,4,17,0,0,27618.34
5,2011,4,18,0,0,45551.76
5,2011,5,19,0,0,29597.79
5,2011,5,20,0,0,37962.55
5,2011,5,21,0,0,66170.80
5,2011,5,22,0,0,13103.49
5,2011,5,23,0,0,35679.70
5,2011,6,24,0,0,28054.58
5,2011,6,25,0,0,37261.04
5,2011,6,26,0,0,60733.39
5,2011,6,27,0,0,30723.96
5,2011,7,28,0,0,19350.84
5,2011,7,29,0,0,22957.08
5,2011,7,30,0,0,28336.89
5,2011,7,31,0,0,12822.08
5,2011,8,32,0,0,48230.49
5,2011,8,33,0,0,34883.50
5,2011,8,34,0,0,21812.02
5,2011,8,35,0,0,33528.55
5,2011,8,36,0,0,22600.76
5,2011,9,37,0,0,95633.91
5,2011,9,38,0,0,46716.25
5,2011,9,39,0,0,28643.78
5,2011,9,40,0,0,13317.75
5,2011,10,41,0,0,22858.25
5,2011,10,42,0,0,28514.51
5,2011,10,43,1,0,36121.66
5,2011,10,44,1,0,20356.84
5,2011,10,45,1,0,19391.48
5,2011,11,46,1,0,25548.35
5,2011,11,47,1,0,41490.50
5,2011,11,48,1,0,29151.48
5,2011,11,49,1,0,65277.64
5,2011,12,50,1,0,22720.59
5,2011,12,51,1,0,25024.54
5,2011,12,52,1,0,21601.40
5,2011,12,53,1,0,22347.51
5,2012,1,1,1,0,25699.78
5,2012,1,2,1,0,13909.20
5,2012,1,3,1,0,14529.63
5,2012,1,4,1,0,12794.23
5,2012,1,5,1,0,16362.05
5,2012,1,6,1,0,20096.79
5,2012,2,7,1,0,7250.33
5,2012,2,8,1,0,11320.49
5,2012,2,9,1,0,18962.41
5,2012,2,10,1,0,35021.43
5,2012,3,11,1,0,11936.51
5,2012,3,12,1,0,12391.13
5,2012,3,13,1,0,10100.28
5,2012,3,14,1,0,9639.10
6,2011,4,17,0,0,11738.95
6,2011,4,18,0,0,18574.77
6,2011,5,19,0,0,7273.03
6,2011,5,20,0,0,18748.11
6,2011,5,21,0,0,28193.43
6,2011,5,22,0,0,7705.63
6,2011,5,23,0,0,9307.28
6,2011,6,24,0,0,17290.95
6,2011,6,25,0,0,10818.43
6,2011,6,26,0,0,10671.68
6,2011,6,27,0,0,9295.25
6,2011,7,28,0,0,33239.63
6,2011,7,29,0,0,6029.83
6,2011,7,30,0,0,13709.08
6,2011,7,31,0,0,11338.36
6,2011,8,32,0,0,12146.53
6,2011,8,33,0,0,4835.29
6,2011,8,34,0,0,14492.38
6,2011,8,35,0,0,6251.42
6,2011,8,36,0,0,8665.68
6,2011,9,37,0,0,7372.34
6,2011,9,38,0,0,6802.51
6,2011,9,39,0,0,11836.89
6,2011,9,40,0,0,10198.19
6,2011,10,41,0,0,10303.81
6,2011,10,42,0,0,9223.05
6,2011,10,43,1,0,8205.91
6,2011,10,44,1,0,10834.32
6,2011,10,45,1,0,11530.28
6,2011,11,46,1,0,14119.62
6,2011,11,47,1,0,8153.91
6,2011,11,48,1,0,6147.90
6,2011,11,49,1,0,22272.85
6,2011,12,50,1,0,15468.66
6,2011,12,51,1,0,9241.22
6,2011,12,52,1,0,7206.97
6,2011,12,53,1,0,26235.42
6,2012,1,1,1,0,8117.53
6,2012,1,2,1,0,7984.03
6,2012,1,3,1,0,9705.74
6,2012,1,4,1,0,7566.93
6,2012,1,5,1,0,6015.03
6,2012,1,6,1,0,5862.61
6,2012,2,7,1,0,3804.98
6,2012,2,8,1,0,6456.42
6,2012,2,9,1,0,6786.86
6,2012,2,10,1,0,7437.81
6,2012,3,11,1,0,7469.67
6,2012,3,12,1,0,7194.40
6,2012,3,13,1,0,7985.64
6,2012,3,14,1,0,5674.81
7,2011,4,17,0,1,84971.32
7,2011,4,18,0,1,61759.61
7,2011,5,19,0,1,111151.62
7,2011,5,20,0,1,56341.47
7,2011,5,21,0,1,77075.49
7,2011,5,22,0,1,87186.51
7,2011,5,23,0,1,64760.50
7,2011,6,24,0,1,73339.05
7,2011,6,25,0,1,81111.75
7,2011,6,26,0,1,57162.45
7,2011,6,27,0,1,42205.18
7,2011,7,28,0,1,60038.30
7,2011,7,29,0,1,42300.55
7,2011,7,30,0,1,73984.00
7,2011,7,31,0,1,42388.67
7,2011,8,32,0,1,86740.24
7,2011,8,33,0,1,162944.73
7,2011,8,34,0,1,58439.88
7,2011,8,35,0,1,68181.89
7,2011,8,36,0,1,33761.50
7,2011,9,37,0,1,93228.09
7,2011,9,38,0,1,74263.86
7,2011,9,39,0,1,67576.44
7,2011,9,40,0,1,100550.32
7,2011,10,41,0,1,36164.20
7,2011,10,42,0,1,117619.15
7,2011,10,43,1,1,66130.24
7,2011,10,44,1,1,62119.23
7,2011,10,45,1,1,94885.24
7,2011,11,46,1,1,58667.38
7,2011,11,47,1,1,112934.73
7,2011,11,48,1,1,78254.84
7,2011,11,49,1,1,218706.20
7,2011,12,50,1,1,62837.80
7,2011,12,51,1,1,91491.01
7,2011,12,52,1,1,67973.16
7,2011,12,53,1,1,56820.90
7,2012,1,1,1,1,46082.20
7,2012,1,2,1,1,38170.79
7,2012,1,3,1,1,27896.29
7,2012,1,4,1,1,54736.96
7,2012,1,5,1,1,27888.92
7,2012,1,6,1,1,61160.83
7,2012,2,7,1,1,22356.95
7,2012,2,8,1,1,38619.84
7,2012,2,9,1,1,88834.16
7,2012,2,10,1,1,30093.86
7,2012,3,11,1,1,45533.99
7,2012,3,12,1,1,42886.70
7,2012,3,13,1,1,49861.73
7,2012,3,14,1,1,40341.11
8,2011,4,17,0,1,28306.75
8,2011,4,18,0,1,44890.90
8,2011,5,19,0,1,16389.63
8,2011,5,20,0,1,41227.49
8,2011,5,21,0,1,19232.48
8,2011,5,22,0,1,25456.00
8,2011,5,23,0,1,17389.42
8,2011,6,24,0,1,11490.80
8,2011,6,25,0,1,49197.89
8,2011,6,26,0,1,16532.78
8,2011,6,27,0,1,29435.99
8,2011,7,28,0,1,10884.28
8,2011,7,29,0,1,42212.62
8,2011,7,30,0,1,24114.20
8,2011,7,31,0,1,29823.96
8,2011,8,32,0,1,47174.02
8,2011,8,33,0,1,36651.61
8,2011,8,34,0,1,25946.07
8,2011,8,35,0,1,20944.31
8,2011,8,36,0,1,51249.61
8,2011,9,37,0,1,38112.22
8,2011,9,38,0,1,21954.47
8,2011,9,39,0,1,46709.74
8,2011,9,40,0,1,43990.78
8,2011,10,41,0,1,19134.66
8,2011,10,42,0,1,24542.84
8,2011,10,43,1,1,41048.48
8,2011,10,44,1,1,19428.61
8,2011,10,45,1,1,29921.24
8,2011,11,46,1,1,27833.57
8,2011,11,47,1,1,66556.05
8,2011,11,48,1,1,29955.11
8,2011,11,49,1,1,52829.88
8,2011,12,50,1,1,41152.46
8,2011,12,51,1,1,19431.89
8,2011,12,52,1,1,23939.35
8,2011,12,53,1,1,28983.91
8,2012,1,1,1,1,22355.48
8,2012,1,2,1,1,26781.92
8,2012,1,3,1,1,8121.38
8,2012,1,4,1,1,12578.12
8,2012,1,5,1,1,11011.58
8,2012,1,6,1,1,16437.45
8,2012,2,7,1,1,11373.31
8,2012,2,8,1,1,21963.45
8,2012,2,9,1,1,13345.81
8,2012,2,10,1,1,10672.10
8,2012,3,11,1,1,10882.83
8,2012,3,12,1,1,11359.38
8,2012,3,13,1,1,11512.69
8,2012,3,14,1,1,10540.31
9,2011,4,17,0,1,14373.99
9,2011,4,18,0,1,5230.50
9,2011,5,19,0,1,7790.42
9,2011,5,20,0,1,5461.09
9,2011,5,21,0,1,9880.25
9,2011,5,22,0,1,7916.60
9,2011,5,23,0,1,7456.74
9,2011,6,24,0,1,13846.58
9,2011,6,25,0,1,6562.42
9,2011,6,26,0,1,21032.12
9,2011,6,27,0,1,8438.06
9,2011,7,28,0,1,8422.13
9,2011,7,29,0,1,4896.13
9,2011,7,30,0,1,8944.18
9,2011,7,31,0,1,9642.66
9,2011,8,32,0,1,11816.53
9,2011,8,33,0,1,11377.41
9,2011,8,34,0,1,7169.49
9,2011,8,35,0,1,6175.01
9,2011,8,36,0,1,10401.83
9,2011,9,37,0,1,17914.73
9,2011,9,38,0,1,6578.13
9,2011,9,39,0,1,9308.37
9,2011,9,40,0,1,20292.21
9,2011,10,41,0,1,8781.57
9,2011,10,42,0,1,25198.79
9,2011,10,43,1,1,10695.40
9,2011,10,44,1,1,18472.99
9,2011,10,45,1,1,7360.71
9,2011,11,46,1,1,16958.08
9,2011,11,47,1,1,13913.37
9,2011,11,48,1,1,8972.98
9,2011,11,49,1,1,14130.04
9,2011,12,50,1,1,19334.53
9,2011,12,51,1,1,20307.26
9,2011,12,52,1,1,6473.66
9,2011,12,53,1,1,11102.36
9,2012,1,1,1,1,10968.81
9,2012,1,2,1,1,9013.70
9,2012,1,3,1,1,2644.51
9,2012,1,4,1,1,6980.65
9,2012,1,5,1,1,6877.44
9,2012,1,6,1,1,4894.00
9,2012,2,7,1,1,12859.29
9,2012,2,8,1,1,9440.45
9,2012,2,9,1,1,12019.13
9,2012,2,10,1,1,4773.24
9,2012,3,11,1,1,3848.27
9,2012,3,12,1,1,3749.81
9,2012,3,13,1,1,2871.54
9,2012,3,14,1,1,4277.29
10,2011,4,17,0,1,94586.10
10,2011,4,18,0,1,72798.65
10,2011,5,19,0,1,94074.95
10,2011,5,20,0,1,56752.50
10,2011,5,21,0,1,184444.69
10,2011,5,22,0,1,115781.39
10,2011,5,23,0,1,107583.69
10,2011,6,24,0,1,75769.91
10,2011,6,25,0,1,140414.50
10,2011,6,26,0,1,129774.91
10,2011,6,27,0,1,64863.85
10,2011,7,28,0,1,58599.21
10,2011,7,29,0,1,110844.00
10,2011,7,30,0,1,93922.29
10,2011,7,31,0,1,63820.91
10,2011,8,32,0,1,56934.54
10,2011,8,33,0,1,101932.33
10,2011,8,34,0,1,64115.68
10,2011,8,35,0,1,43785.56
10,2011,8,36,0,1,80306.12
10,2011,9,37,0,1,116199.52
10,2011,9,38,0,1,48140.98
10,2011,9,39,0,1,77554.90
10,2011,9,40,0,1,47171.59
10,2011,10,41,0,1,154189.13
10,2011,10,42,0,1,42941.05
10,2011,10,43,1,1,88033.97
10,2011,10,44,1,1,102790.10
10,2011,10,45,1,1,45901.27
10,2011,11,46,1,1,91899.48
10,2011,11,47,1,1,70489.93
10,2011,11,48,1,1,125538.76
10,2011,11,49,1,1,299145.25
10,2011,12,50,1,1,107389.64
10,2011,12,51,1,1,99791.62
10,2011,12,52,1,1,75313.80
10,2011,12,53,1,1,16489.51
10,2012,1,1,1,1,50888.29
10,2012,1,2,1,1,43257.70
10,2012,1,3,1,1,48037.60
10,2012,1,4,1,1,53566.01
10,2012,1,5,1,1,26991.89
10,2012,1,6,1,1,37557.57
10,2012,2,7,1,1,39236.92
10,2012,2,8,1,1,53963.12
10,2012,2,9,1,1,45925.88
10,2012,2,10,1,1,88773.27
10,2012,3,11,1,1,39050.20
10,2012,3,12,1,1,33284.80
10,2012,3,13,1,1,27715.44
10,2012,3,14,1,1,39070.35
11,2011,4,17,0,0,21704.32
11,2011,4,18,0,0,43004.41
11,2011,5,19,0,0,24072.96
11,2011,5,20,0,0,30557.37
11,2011,5,21,0,0,17295.78
11,2011,5,22,0,0,20263.44
11,2011,5,23,0,0,19340.99
11,2011,6,24,0,0,35057.76
11,2011,6,25,0,0,39139.68
11,2011,6,26,0,0,41447.23
11,2011,6,27,0,0,27223.24
11,2011,7,28,0,0,25826.07
11,2011,7,29,0,0,42847.33
11,2011,7,30,0,0,36171.34
11,2011,7,31,0,0,24293.74
11,2011,8,32,0,0,50415.09
11,2011,8,33,0,0,19788.81
11,2011,8,34,0,0,57607.97
11,2011,8,35,0,0,13467.62
11,2011,8,36,0,0,46076.05
11,2011,9,37,0,0,43522.82
11,2011,9,38,0,0,28008.60
11,2011,9,39,0,0,43912.77
11,2011,9,40,0,0,31485.33
11,2011,10,41,0,0,44549.80
11,2011,10,42,0,0,33998.69
11,2011,10,43,1,0,40896.13
11,2011,10,44,1,0,18832.12
11,2011,10,45,1,0,25352.19
11,2011,11,46,1,0,28202.68
11,2011,11,47,1,0,71637.89
11,2011,11,48,1,0,44511.66
11,2011,11,49,1,0,60197.34
11,2011,12,50,1,0,28844.41
11,2011,12,51,1,0,19457.61
11,2011,12,52,1,0,29977.05
11,2011,12,53,1,0,30202.80
11,2012,1,1,1,0,20282.00
11,2012,1,2,1,0,27979.21
11,2012,1,3,1,0,23245.73
11,2012,1,4,1,0,23929.23
11,2012,1,5,1,0,15831.73
11,2012,1,6,1,0,18329.80
11,2012,2,7,1,0,13213.96
11,2012,2,8,1,0,26189.35
11,2012,2,9,1,0,34502.49
11,2012,2,10,1,0,38101.03
11,2012,3,11,1,0,34644.89
11,2012,3,12,1,0,36173.71
11,2012,3,13,1,0,38406.12
11,2012,3,14,1,0,30575.41
12,2011,4,17,0,0,2087.89
12,2011,4,18,0,0,3385.39
12,2011,5,19,0,0,2898.25
12,2011,5,20,0,0,3642.20
12,2011,5,21,0,0,4150.79
12,2011,5,22,0,0,3004.96
12,2011,5,23,0,0,3853.09
12,2011,6,24,0,0,1469.16
12,2011,6,25,0,0,4678.36
12,2011,6,26,0,0,3214.80
12,2011,6,27,0,0,2142.62
12,2011,7,28,0,0,2444.29
12,2011,7,29,0,0,5118.47
12,2011,7,30,0,0,2260.06
12,2011,7,31,0,0,2464.99
12,2011,8,32,0,0,3057.78
12,2011,8,33,0,0,2613.68
12,2011,8,34,0,0,4750.12
12,2011,8,35,0,0,2391.66
12,2011,8,36,0,0,2205.06
12,2011,9,37,0,0,7124.66
12,2011,9,38,0,0,1219.51
12,2011,9,39,0,0,2616.20
12,2011,9,40,0,0,2587.60
12,2011,10,41,0,0,1627.43
12,2011,10,42,0,0,1048.82
12,2011,10,43,1,0,3520.98
12,2011,10,44,1,0,1434.38
12,2011,10,45,1,0,1895.30
12,2011,11,46,1,0,2516.24
12,2011,11,47,1,0,2078.30
12,2011,11,48,1,0,4407.50
12,2011,11,49,1,0,10740.35
12,2011,12,50,1,0,3566.14
12,2011,12,51,1,0,4287.71
12,2011,12,52,1,0,1608.97
12,2011,12,53,1,0,1334.97
12,2012,1,1,1,0,3743.06
12,2012,1,2,1,0,3304.95
12,2012,1,3,1,0,1955.48
12,2012,1,4,1,0,1415.27
12,2012,1,5,1,0,1901.17
12,2012,1,6,1,0,935.77
12,2012,2,7,1,0,959.23
12,2012,2,8,1,0,2602.49
12,2012,2,9,1,0,2555.77
12,2012,2,10,1,0,1610.12
12,2012,3,11,1,0,1263.83
12,2012,3,12,1,0,1478.17
12,2012,3,13,1,0,1339.52
12,2012,3,14,1,0,1342.11
13,2011,4,17,0,1,6253.65
13,2011,4,18,0,1,6867.54
13,2011,5,19,0,1,14324.48
13,2011,5,20,0,1,10339.50
13,2011,5,21,0,1,5756.59
13,2011,5,22,0,1,12657.58
13,2011,5,23,0,1,11619.15
13,2011,6,24,0,1,6706.49
13,2011,6,25,0,1,10273.93
13,2011,6,26,0,1,7038.54
13,2011,6,27,0,1,7839.55
13,2011,7,28,0,1,6483.17
13,2011,7,29,0,1,4250.56
13,2011,7,30,0,1,3883.53
13,2011,7,31,0,1,3976.04
13,2011,8,32,0,1,4139.36
13,2011,8,33,0,1,9200.83
13,2011,8,34,0,1,4066.37
13,2011,8,35,0,1,4929.92
13,2011,8,36,0,1,10000.15
13,2011,9,37,0,1,6463.76
13,2011,9,38,0,1,5390.85
13,2011,9,39,0,1,4702.97
13,2011,9,40,0,1,2802.50
13,2011,10,41,0,1,6559.95
13,2011,10,42,0,1,8697.62
13,2011,10,43,1,1,9163.36
13,2011,10,44,1,1,8892.98
13,2011,10,45,1,1,7782.21
13,2011,11,46,1,1,4387.57
13,2011,11,47,1,1,6966.89
13,2011,11,48,1,1,15556.40
13,2011,11,49,1,1,13962.26
13,2011,12,50,1,1,8754.97
13,2011,12,51,1,1,8628.47
13,2011,12,52,1,1,12339.19
13,2011,12,53,1,1,2183.03
13,2012,1,1,1,1,3940.54
13,2012,1,2,1,1,4546.19
13,2012,1,3,1,1,4290.43
13,2012,1,4,1,1,3397.89
13,2012,1,5,1,1,2922.24
13,2012,1,6,1,1,2723.83
13,2012,2,7,1,1,3753.24
13,2012,2,8,1,1,8554.28
13,2012,2,9,1,1,6621.91
13,2012,2,10,1,1,10437.29
13,2012,3,11,1,1,3167.01
13,2012,3,12,1,1,3087.44
13,2012,3,13,1,1,2679.45
13,2012,3,14,1,1,3229.53
14,2011,4,17,0,0,558.18
14,2011,4,18,0,0,511.39
14,2011,5,19,0,0,587.87
14,2011,5,20,0,0,571.56
14,2011,5,21,0,0,261.15
14,2011,5,22,0,0,595.11
14,2011,5,23,0,0,416.26
14,2011,6,24,0,0,181.97
14,2011,6,25,0,0,393.88
14,2011,6,26,0,0,382.65
14,2011,6,27,0,0,295.96
14,2011,7,28,0,0,415.03
14,2011,7,29,0,0,569.58
14,2011,7,30,0,0,328.20
14,2011,7,31,0,0,415.92
14,2011,8,32,0,0,532.92
14,2011,8,33,0,0,299.67
14,2011,8,34,0,0,278.47
14,2011,8,35,0,0,179.78
14,2011,8,36,0,0,351.67
14,2011,9,37,0,0,209.84
14,2011,9,38,0,0,401.31
14,2011,9,39,0,0,267.39
14,2011,9,40,0,0,504.71
14,2011,10,41,0,0,643.88
14,2011,10,42,0,0,247.34
14,2011,10,43,1,0,479.13
14,2011,10,44,1,0,499.78
14,2011,10,45,1,0,522.51
14,2011,11,46,1,0,601.41
14,2011,11,47,1,0,979.68
14,2011,11,48,1,0,268.34
14,2011,11,49,1,0,975.01
14,2011,12,50,1,0,801.03
14,2011,12,51,1,0,1013.82
14,2011,12,52,1,0,437.72
14,2011,12,53,1,0,196.51
14,2012,1,1,1,0,350.74
14,2012,1,2,1,0,422.70
14,2012,1,3,1,0,127.38
14,2012,1,4,1,0,688.69
14,2012,1,5,1,0,372.47
14,2012,1,6,1,0,167.72
14,2012,2,7,1,0,142.32
14,2012,2,8,1,0,324.86
14,2012,2,9,1,0,181.73
14,2012,2,10,1,0,373.06
14,2012,3,11,1,0,311.61
14,2012,3,12,1,0,219.47
14,2012,3,13,1,0,321.38
14,2012,3,14,1,0,270.10
15,2011,4,17,0,0,18849.08
15,2011,4,18,0,0,28297.65
15,2011,5,19,0,0,26762.72
15,2011,5,20,0,0,27805.69
15,2011,5,21,0,0,41398.41
15,2011,5,22,0,0,18794.65
15,2011,5,23,0,0,23739.80
15,2011,6,24,0,0,13255.22
15,2011,6,25,0,0,25702.70
15,2011,6,26,0,0,26368.31
15,2011,6,27,0,0,11338.88
15,2011,7,28,0,0,35324.16
15,2011,7,29,0,0,17080.17
15,2011,7,30,0,0,27911.62
15,2011,7,31,0,0,20792.34
15,2011,8,32,0,0,22975.70
15,2011,8,33,0,0,24215.51
15,2011,8,34,0,0,32397.32
15,2011,8,35,0,0,19372.00
15,2011,8,36,0,0,17861.37
15,2011,9,37,0,0,28197.38
15,2011,9,38,0,0,19956.19
15,2011,9,39,0,0,17411.51
15,2011,9,40,0,0,31875.92
15,2011,10,41,0,0,15211.32
15,2011,10,42,0,0,22087.59
15,2011,10,43,1,0,72605.83
15,2011,10,44,1,0,13509.60
15,2011,10,45,1,0,36957.60
15,2011,11,46,1,0,24103.09
15,2011,11,47,1,0,23898.36
15,2011,11,48,1,0,20599.23
15,2011,11,49,1,0,80227.58
15,2011,12,50,1,0,18185.09
15,2011,12,51,1,0,34016.69
15,2011,12,52,1,0,23838.54
15,2011,12,53,1,0,50140.54
15,2012,1,1,1,0,11811.04
15,2012,1,2,1,0,12409.06
15,2012,1,3,1,0,8010.73
15,2012,1,4,1,0,40032.18
15,2012,1,5,1,0,15000.52
15,2012,1,6,1,0,9823.56
15,2012,2,7,1,0,18861.79
15,2012,2,8,1,0,12838.95
15,2012,2,9,1,0,16700.44
15,2012,2,10,1,0,16785.14
15,2012,3,11,1,0,21137.74
15,2012,3,12,1,0,18935.88
15,2012,3,13,1,0,24779.53
15,2012,3,14,1,0,23013.77
16,2011,4,17,0,1,1516.23
16,2011,4,18,0,1,1656.40
16,2011,5,19,0,1,1515.12
16,2011,5,20,0,1,1484.12
16,2011,5,21,0,1,1405.08
16,2011,5,22,0,1,750.97
16,2011,5,23,0,1,1020.41
16,2011,6,24,0,1,897.23
16,2011,6,25,0,1,897.31
16,2011,6,26,0,1,939.91
16,2011,6,27,0,1,1970.77
16,2011,7,28,0,1,1341.01
16,2011,7,29,0,1,1944.81
16,2011,7,30,0,1,1297.94
